ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
2363,2564,1,2023-06-09,1,8,29,118,16,4352,1,0
2364,2565,1,2025-01-25,1,2,8,106,4,4355,1,0
2365,2565,2,2025-01-25,1,2,8,106,4,4356,1,0
2366,2566,1,2026-04-29,1,7,26,144,14,4358,1,0
2367,2567,1,2025-12-28,1,3,11,14,5,4359,1,0
2368,2568,1,2024-01-20,1,9,31,219,18,4361,1,0
2369,2570,2,2025-05-17,1,4,14,163,7,4365,1,0
2370,2570,1,2025-04-26,1,4,14,163,7,4367,1,0
2371,2571,1,2025-06-07,1,8,28,36,15,4368,1,0
2372,2571,1,2025-07-02,1,8,28,36,15,4369,1,0
2373,2572,2,2023-03-12,1,7,25,1,14,4371,1,0
2374,2573,1,2025-06-14,1,14,54,164,28,4374,1,0
2375,2575,1,2025-04-16,1,6,23,57,12,4376,1,0
2376,2575,1,2025-05-03,1,6,23,57,12,4377,1,0
2377,2576,1,2026-12-01,1,11,40,112,21,4378,1,0
2378,2577,2,2025-01-01,1,6,23,245,11,4379,1,0
2379,2579,1,2024-12-22,1,13,49,203,25,4382,1,0
2380,2581,1,2023-08-16,1,10,36,213,19,4385,1,0
2381,2582,1,2025-08-20,1,7,25,132,13,4386,1,0
2382,2584,1,2023-03-15,1,9,31,219,17,4388,1,0
2383,2587,1,2026-05-17,1,9,33,90,17,4391,1,0
2384,2587,1,2026-05-17,1,9,33,90,17,4392,1,0
2385,2589,1,2025-10-15,1,5,20,107,10,4394,1,0
2386,2590,1,2023-07-01,1,9,33,177,17,4396,1,0
2387,2592,1,2023-11-20,1,5,18,202,10,4398,1,0
2388,2596,1,2024-04-28,1,5,20,107,10,4403,1,0
2389,2598,1,2025-12-03,1,12,44,9,23,4406,1,0
2390,2603,1,2023-07-01,1,7,26,38,14,4412,1,0
2391,2604,1,2023-08-04,1,7,26,23,14,4413,1,0
2392,2604,1,2023-08-18,1,7,26,23,14,4415,1,0
2393,2605,1,2023-05-04,1,3,11,218,5,4417,1,0
2394,2606,1,2024-04-24,1,2,8,56,4,4418,1,0
2395,2606,1,2024-05-25,1,2,8,56,4,4419,1,0
2396,2608,1,2025-03-20,1,15,60,27,29,4423,1,0
2397,2609,1,2024-03-16,1,3,10,165,5,4424,1,0
2398,2610,1,2025-10-04,1,8,28,36,16,4425,1,1
2399,2611,1,2026-01-31,1,13,49,3,25,4426,1,0
2400,2612,1,2023-12-21,1,13,50,236,26,4427,1,0
2401,2615,1,2023-12-14,1,4,14,108,7,4430,1,0
2402,2616,1,2026-07-30,1,10,37,183,19,4431,1,1
2403,2616,2,2026-08-04,1,10,37,183,19,4432,1,0
2404,2617,1,2023-10-14,1,1,2,137,1,4434,1,0
2405,2618,1,2026-04-27,1,12,46,185,23,4435,1,0
2406,2620,1,2025-05-22,1,6,23,5,12,4437,1,0
2407,2622,1,2023-02-11,1,8,28,224,15,4439,1,0
2408,2624,1,2025-09-11,1,1,4,149,2,4442,1,0
2409,2624,1,2025-09-30,1,1,4,149,2,4443,1,0
2410,2626,2,2026-06-30,1,13,49,203,26,4446,1,0
2411,2627,2,2025-08-30,3,19,26,23,13,4447,1,0
2412,2628,1,2025-06-22,1,9,31,120,18,4451,1,0
2413,2628,1,2025-07-19,1,9,31,120,18,4452,1,0
2414,2630,2,2023-07-15,2,16,40,143,22,4454,1,0
2415,2633,2,2026-07-24,1,14,54,45,28,4458,1,0
2416,2636,1,2024-12-14,1,2,8,56,4,4462,1,0
2417,2636,2,2025-01-08,1,2,8,56,4,4464,1,0
2418,2637,1,2025-08-28,1,12,44,232,24,4465,1,0
2419,2637,2,2025-09-08,1,12,44,232,24,4466,1,0
2420,2639,1,2025-04-29,1,15,60,27,29,4469,1,0
2421,2641,1,2025-07-29,1,7,25,79,13,4472,1,0
2422,2642,1,2026-04-07,1,8,29,130,16,4475,1,0
2423,2644,1,2026-10-23,1,13,52,34,26,4478,1,1
2424,2646,1,2024-05-12,1,4,16,92,7,4480,1,0
2425,2646,1,2024-05-22,1,4,16,92,7,4482,1,0
2426,2647,1,2026-10-02,1,7,26,144,14,4483,1,0
2427,2648,1,2023-03-31,1,4,15,44,8,4484,1,0
2428,2648,2,2023-03-11,1,4,15,44,8,4486,1,0
2429,2649,1,2023-03-02,1,2,7,138,3,4488,1,0
2430,2652,2,2023-06-29,2,17,42,28,22,4492,1,0
2431,2653,2,2026-04-22,3,19,11,14,5,4493,1,0
2432,2653,2,2026-03-23,1,3,11,14,5,4494,1,0
2433,2653,1,2026-04-27,1,3,11,14,5,4495,1,1
2434,2653,1,2026-04-23,1,3,11,14,5,4496,1,0
2435,2655,1,2024-05-03,1,10,37,91,19,4499,1,0
2436,2656,1,2024-10-18,1,3,10,171,5,4501,1,0
2437,2657,1,2026-03-24,1,5,19,216,9,4502,1,0
2438,2657,1,2026-03-30,1,5,19,216,9,4505,1,0
2439,2659,1,2024-11-27,1,5,18,202,9,4508,1,1
2440,2660,1,2024-02-06,1,13,49,203,25,4510,1,0
2441,2661,1,2024-11-05,1,2,7,197,4,4511,1,0
2442,2661,1,2024-11-13,1,2,7,197,4,4512,1,0
2443,2664,1,2024-11-07,1,11,42,60,21,4516,1,0
2444,2664,1,2024-12-07,1,11,42,60,21,4517,1,0
2445,2665,1,2023-11-12,1,8,28,20,15,4519,1,0
2446,2665,1,2023-11-27,1,8,28,20,15,4520,1,0
2447,2666,1,2024-07-20,1,10,37,227,20,4523,1,0
2448,2668,2,2024-06-30,1,6,22,229,11,4525,1,0
2449,2670,1,2026-07-19,1,13,51,168,25,4527,1,0
2450,2671,1,2026-11-13,1,4,16,127,8,4529,1,0
2451,2673,1,2026-07-31,1,14,54,55,28,4532,1,0
2452,2675,1,2026-05-04,1,15,58,66,30,4537,1,0
2453,2677,1,2026-08-20,1,7,26,231,14,4539,1,0
2454,2678,1,2026-09-29,1,6,23,5,11,4540,1,0
2455,2678,1,2026-09-22,1,6,23,5,11,4541,1,0
2456,2680,1,2026-06-07,1,10,37,12,19,4543,1,0
2457,2681,1,2024-05-30,1,14,55,146,27,4544,1,0
2458,2682,2,2024-02-26,1,11,42,117,21,4546,1,0
2459,2683,1,2026-05-12,1,1,3,2,1,4547,1,0
2460,2685,1,2025-08-28,1,11,42,117,22,4550,1,0
2461,2685,2,2025-08-18,1,11,42,117,22,4552,1,0
2462,2686,1,2024-10-15,1,8,29,98,15,4553,1,0
2463,2686,1,2024-11-07,4,20,29,98,15,4554,1,0
2464,2686,2,2024-11-02,1,8,29,98,15,4555,1,0
2465,2686,1,2024-11-05,1,8,29,98,15,4556,1,0
2466,2689,1,2024-05-02,2,16,28,155,16,4562,1,0
2467,2690,1,2025-06-11,1,8,28,20,16,4563,1,0
2468,2690,1,2025-06-30,1,8,28,20,16,4564,1,0
2469,2691,1,2023-12-23,1,8,28,22,16,4565,1,0
2470,2692,1,2025-07-25,1,7,25,241,14,4568,1,0
2471,2694,1,2025-11-22,1,8,29,187,15,4570,1,0
2472,2695,1,2024-11-20,1,10,37,103,20,4571,1,0
2473,2695,1,2024-12-08,1,10,37,103,20,4572,1,0
2474,2696,1,2024-01-16,1,2,7,125,4,4574,1,0
2475,2699,1,2025-07-31,1,13,51,237,26,4577,1,0
2476,2701,2,2023-03-05,1,7,25,52,14,4579,1,0
2477,2703,1,2023-11-25,1,12,47,58,24,4585,1,0
2478,2706,1,2023-02-28,1,10,37,97,19,4590,1,0
2479,2707,1,2026-04-20,1,7,26,231,14,4591,1,0
2480,2707,1,2026-04-07,1,7,26,231,14,4592,1,0
2481,2708,1,2024-07-19,1,3,10,65,6,4593,1,0
2482,2708,2,2024-08-02,1,3,10,65,6,4594,1,0
2483,2710,2,2023-06-04,1,3,10,65,5,4596,1,0
2484,2710,2,2023-04-11,1,3,10,65,5,4597,1,0
2485,2710,1,2023-04-16,1,3,10,65,5,4598,1,1
2486,2711,2,2025-03-11,1,4,13,83,7,4599,1,0
2487,2711,1,2025-03-13,1,4,13,83,7,4600,1,0
2488,2712,1,2026-08-31,1,3,10,211,6,4601,1,0
2489,2714,1,2024-04-20,1,14,55,53,28,4604,1,0
2490,2715,1,2026-10-04,1,13,52,34,25,4605,1,0
2491,2718,1,2024-12-15,1,1,5,204,1,4609,1,0
2492,2718,1,2025-01-11,1,1,5,204,1,4610,1,0
2493,2719,1,2026-08-22,1,1,2,96,1,4611,1,0
2494,2720,2,2025-12-03,1,14,54,55,27,4612,1,0
2495,2720,1,2025-12-15,1,14,54,55,27,4613,1,0
2496,2721,1,2023-04-25,1,8,28,63,15,4614,1,0
2497,2723,1,2023-07-10,1,15,59,94,30,4616,1,0
2498,2725,1,2023-06-30,1,6,22,17,12,4618,1,0
2499,2726,1,2025-05-22,1,11,39,25,21,4619,1,0
2500,2728,1,2023-09-03,1,1,5,115,2,4622,1,0
2501,2731,1,2026-08-12,1,1,3,2,2,4625,1,0
2502,2732,1,2025-04-26,1,10,37,193,20,4627,1,0
2503,2733,1,2026-01-08,1,1,5,115,2,4628,1,0
2504,2733,1,2025-12-17,1,1,5,115,2,4629,1,0
2505,2734,1,2023-06-29,1,2,7,197,4,4630,1,0
2506,2735,1,2023-05-07,1,4,16,184,8,4633,1,0
2507,2736,2,2024-05-30,1,8,29,156,16,4635,1,0
2508,2738,1,2023-05-11,1,6,23,161,12,4640,1,0
2509,2739,1,2025-02-28,1,15,57,235,30,4642,1,0
2510,2741,2,2025-02-10,1,3,10,212,5,4646,1,1
2511,2743,2,2024-05-31,1,13,52,75,25,4651,1,0
2512,2744,1,2025-03-05,1,8,29,16,16,4652,1,0
2513,2744,1,2025-03-02,1,8,29,16,16,4653,1,0
2514,2744,1,2025-02-12,1,8,29,16,16,4654,1,0
2515,2744,2,2025-02-28,1,8,29,16,16,4655,1,0
2516,2745,1,2024-09-14,1,7,26,206,14,4656,1,0
2517,2745,1,2024-08-19,1,7,26,206,14,4657,1,0
2518,2746,1,2024-01-27,3,19,37,12,20,4658,1,0
2519,2746,1,2024-03-11,1,10,37,12,20,4659,1,0
2520,2750,1,2024-05-15,1,2,8,188,3,4663,1,0
2521,2750,1,2024-05-14,1,2,8,188,3,4665,1,0
2522,2751,1,2026-07-09,1,12,46,196,23,4667,1,0
2523,2752,1,2025-09-06,1,14,55,81,28,4668,1,0
2524,2754,1,2026-06-24,1,15,57,49,29,4670,1,0
2525,2757,1,2023-08-09,1,11,40,143,22,4674,1,0
2526,2758,2,2024-07-11,1,3,11,43,5,4675,1,0
2527,2759,1,2023-04-29,1,12,44,85,24,4676,1,0
2528,2760,1,2024-02-14,1,9,33,180,18,4679,1,0
2529,2761,2,2023-02-23,1,9,31,120,18,4680,1,0
2530,2761,1,2023-03-20,1,9,31,120,18,4681,1,0
2531,2761,1,2023-02-10,1,9,31,120,18,4682,1,0
2532,2761,1,2023-02-08,1,9,31,120,18,4683,1,0
2533,2762,2,2023-11-29,1,6,22,17,12,4684,1,0
2534,2762,2,2023-12-16,1,6,22,17,12,4685,1,0
2535,2763,1,2024-05-31,1,14,55,134,28,4686,1,0
2536,2764,1,2026-06-30,1,1,5,204,1,4687,1,0
2537,2765,1,2023-11-22,1,2,7,109,4,4688,1,0
2538,2766,2,2023-03-01,1,9,34,50,18,4692,1,0
2539,2767,1,2026-09-14,1,14,54,192,28,4694,1,0
2540,2768,1,2026-03-26,1,12,46,126,23,4695,1,0
2541,2769,1,2026-01-28,1,9,32,123,18,4696,1,0
2542,2772,1,2024-06-02,1,5,18,247,9,4699,1,0
2543,2772,1,2024-06-03,1,5,18,247,9,4700,1,0
2544,2772,2,2024-07-18,1,5,18,247,9,4702,1,0
2545,2774,1,2025-09-16,1,6,23,161,12,4705,1,0
2546,2776,1,2025-04-08,1,15,57,21,30,4709,1,0
2547,2777,1,2023-02-19,1,10,36,40,20,4710,1,0
2548,2777,1,2023-02-19,1,10,36,40,20,4711,1,0
2549,2779,2,2023-06-05,1,12,44,85,24,4715,1,0
2550,2780,2,2023-04-12,1,5,19,71,9,4716,1,0
2551,2780,1,2023-05-30,1,5,19,71,9,4717,1,0
2552,2781,2,2023-04-14,1,15,58,32,30,4719,1,0
2553,2782,2,2023-02-05,1,10,36,186,19,4720,1,0
2554,2784,1,2026-05-29,1,8,29,69,16,4723,1,0
2555,2786,1,2027-02-25,1,4,14,163,7,4727,1,0
2556,2787,1,2026-03-21,1,1,5,204,2,4728,1,1
2557,2791,2,2026-03-08,1,8,28,20,16,4733,1,0
2558,2794,1,2026-04-07,1,5,19,71,10,4736,1,0
2559,2796,1,2024-07-02,1,4,15,44,7,4738,1,0
2560,2799,2,2026-09-24,1,4,15,26,8,4741,1,0
2561,2799,1,2026-09-22,1,4,15,26,8,4742,1,0
2562,2802,1,2025-01-17,1,7,26,38,13,4747,1,0
2563,2803,2,2024-10-07,1,6,23,57,12,4748,1,0
2564,2803,1,2024-09-08,1,6,23,57,12,4749,1,0
2565,2804,2,2026-09-30,1,4,15,110,8,4750,1,0
2566,2805,2,2025-07-24,1,15,58,66,29,4752,1,0
2567,2806,1,2023-05-28,1,7,25,33,14,4753,1,0
2568,2812,1,2026-10-23,1,14,54,131,28,4759,1,0
2569,2812,1,2026-12-08,1,14,54,131,28,4760,1,0
2570,2812,1,2026-11-08,1,14,54,131,28,4761,1,0
2571,2812,1,2026-12-06,1,14,54,131,28,4762,1,0
2572,2813,1,2025-03-14,1,13,51,4,26,4763,1,0
2573,2814,2,2024-08-06,1,1,2,137,2,4764,1,0
2574,2815,1,2025-05-31,1,11,42,61,21,4765,1,0
2575,2817,1,2024-10-14,1,13,51,87,25,4768,1,0
2576,2819,1,2025-12-10,1,1,5,204,1,4770,1,0
2577,2820,1,2023-09-09,1,9,32,128,17,4771,1,0
2578,2822,1,2025-12-29,1,10,36,186,20,4773,1,0
2579,2822,1,2025-11-30,1,10,36,186,20,4775,1,0
2580,2823,1,2026-01-13,1,11,42,60,21,4777,1,0
2581,2824,1,2026-03-17,1,13,51,87,25,4778,1,0
2582,2824,1,2026-03-21,1,13,51,87,25,4780,1,0
2583,2825,1,2025-10-07,1,12,47,58,24,4783,1,0
2584,2827,1,2023-06-28,1,3,11,158,6,4788,1,0
2585,2828,1,2025-04-09,1,9,31,120,18,4790,1,0
2586,2830,1,2026-04-07,1,1,2,96,2,4793,1,0
2587,2830,1,2026-04-07,1,1,2,96,2,4795,1,0
2588,2831,1,2027-01-11,1,8,28,20,15,4796,1,0
2589,2833,1,2023-11-09,1,7,26,23,13,4798,1,0
2590,2834,1,2023-06-01,1,1,5,204,2,4799,1,0
2591,2836,1,2026-09-25,1,15,57,248,29,4803,1,0
2592,2837,1,2025-03-22,1,2,7,195,3,4805,1,0
2593,2840,2,2026-12-02,1,7,25,132,14,4808,1,1
2594,2841,1,2026-07-09,1,13,49,203,26,4810,1,0
2595,2842,1,2025-12-10,1,10,37,103,20,4811,1,0
2596,2843,1,2026-06-26,1,6,23,246,11,4812,1,0
2597,2845,2,2025-11-20,1,15,58,66,30,4814,1,0
2598,2847,1,2026-02-14,1,10,36,189,20,4818,1,0
2599,2847,2,2025-12-31,1,10,36,189,20,4819,1,0
2600,2849,2,2026-06-12,1,3,10,152,6,4822,1,0
2601,2850,2,2025-12-17,1,14,55,53,28,4824,1,0
2602,2851,1,2023-08-06,1,9,31,219,18,4825,1,0
2603,2851,2,2023-08-12,1,9,31,219,18,4826,1,0
2604,2853,2,2024-01-17,1,6,23,5,12,4829,1,0
2605,2854,1,2024-03-20,1,14,55,242,28,4830,1,0
2606,2854,1,2024-05-08,1,14,55,242,28,4832,1,0
2607,2855,1,2025-08-20,4,21,52,75,26,4833,1,0
2608,2855,1,2025-08-23,1,13,52,75,26,4834,1,0
2609,2855,1,2025-09-21,1,13,52,75,26,4835,1,0
2610,2856,2,2025-12-24,1,3,10,152,6,4837,1,0
2611,2857,2,2024-10-18,1,4,13,83,8,4839,1,1
2612,2858,1,2024-10-24,1,3,10,171,5,4840,1,0
2613,2859,1,2025-05-14,1,9,33,172,17,4841,1,0
2614,2860,1,2025-11-10,1,15,60,27,29,4843,1,0
2615,2861,1,2025-02-17,1,5,18,202,10,4844,1,0
2616,2862,1,2025-08-14,1,9,31,219,18,4845,1,0
2617,2862,1,2025-09-18,1,9,31,219,18,4847,1,0
2618,2863,1,2026-02-27,1,12,45,215,24,4849,1,0
2619,2864,1,2026-06-18,1,6,23,57,11,4850,1,0
2620,2864,1,2026-06-19,1,6,23,57,11,4851,1,0
2621,2864,1,2026-07-20,1,6,23,57,11,4852,1,0
2622,2865,1,2023-04-17,1,2,7,138,3,4853,1,0
2623,2865,1,2023-04-21,1,2,7,138,3,4854,1,0
2624,2866,2,2027-01-10,1,1,4,157,1,4857,1,0
2625,2868,1,2025-09-28,1,11,42,117,22,4859,1,0
2626,2869,2,2026-02-21,1,5,20,107,10,4860,1,0
2627,2869,1,2026-01-12,1,5,20,107,10,4862,1,0
2628,2871,1,2024-11-15,1,6,23,57,11,4865,1,0
2629,2871,2,2024-12-10,1,6,23,57,11,4866,1,0
2630,2873,1,2026-11-15,1,6,22,229,11,4869,1,0
2631,2875,1,2024-04-04,1,9,33,180,18,4871,1,0
2632,2878,1,2025-11-11,1,12,45,73,24,4874,1,0
2633,2878,1,2025-12-10,1,12,45,73,24,4875,1,0
2634,2880,1,2024-08-20,1,2,8,106,3,4879,1,0
2635,2881,1,2026-11-12,1,1,5,204,2,4880,1,0
2636,2883,1,2025-02-22,1,4,16,160,7,4882,1,0
2637,2885,1,2026-09-09,1,11,40,173,22,4884,1,0
2638,2887,1,2025-06-08,1,1,4,157,2,4886,1,0
2639,2888,1,2026-01-22,1,5,18,247,9,4889,1,0
2640,2888,1,2026-01-09,1,5,18,247,9,4890,1,0
2641,2891,1,2025-10-08,1,11,39,67,22,4893,1,0
2642,2893,1,2023-11-26,3,18,14,108,7,4896,1,0
2643,2895,2,2025-03-14,1,8,29,174,16,4899,1,0
2644,2896,1,2026-03-08,1,4,14,108,7,4900,1,0
2645,2896,1,2026-03-10,1,4,14,108,7,4901,1,0
2646,2896,1,2026-01-29,1,4,14,108,7,4902,1,0
2647,2896,1,2026-02-11,1,4,14,108,7,4903,1,0
2648,2897,2,2026-03-03,1,15,58,32,29,4904,1,0
2649,2898,1,2025-11-21,1,12,45,73,23,4905,1,0
2650,2899,1,2024-01-11,1,4,15,7,8,4906,1,0
2651,2902,1,2023-06-03,1,10,37,183,19,4910,1,0
2652,2903,2,2026-06-19,1,3,11,238,5,4913,1,0
2653,2903,1,2026-07-07,1,3,11,238,5,4914,1,0
2654,2904,1,2026-03-11,1,8,29,156,15,4916,1,0
2655,2904,2,2026-02-13,1,8,29,156,15,4917,1,0
2656,2905,1,2024-10-28,1,9,34,140,17,4919,1,0
2657,2905,2,2024-11-09,1,9,34,140,17,4920,1,0
2658,2906,2,2023-11-26,1,2,7,125,4,4921,1,0
2659,2908,1,2024-04-19,1,13,51,4,25,4924,1,0
2660,2911,2,2024-09-08,1,9,34,50,17,4927,1,1
2661,2912,2,2025-04-21,1,6,23,119,12,4928,1,0
2662,2912,1,2025-05-06,1,6,23,119,12,4929,1,0
2663,2912,1,2025-05-22,1,6,23,119,12,4931,1,0
2664,2914,2,2024-04-07,1,5,18,247,9,4933,1,0
2665,2915,1,2027-02-11,1,2,8,106,4,4934,1,0
2666,2916,1,2023-09-22,1,4,15,110,7,4936,1,0
2667,2917,2,2023-07-09,1,2,8,106,3,4939,1,0
2668,2917,1,2023-07-16,1,2,8,106,3,4941,1,0
2669,2918,1,2026-08-07,1,7,25,33,14,4942,1,0
2670,2921,1,2023-07-20,1,12,46,126,23,4947,1,0
2671,2922,1,2023-12-06,1,8,29,130,16,4948,1,0
2672,2923,1,2026-12-08,1,4,16,30,8,4950,1,0
2673,2924,1,2026-12-11,1,8,28,22,16,4951,1,0
2674,2924,1,2026-12-28,1,8,28,22,16,4952,1,0
2675,2925,1,2026-03-30,1,2,8,240,4,4953,1,0
2676,2925,1,2026-04-09,1,2,8,240,4,4955,1,0
2677,2925,2,2026-03-12,1,2,8,240,4,4956,1,0
2678,2926,1,2024-04-24,1,6,22,101,11,4957,1,0
2679,2927,1,2023-10-29,1,11,40,148,22,4958,1,0
2680,2929,2,2026-09-05,1,4,13,83,7,4960,1,0
2681,2929,1,2026-08-05,1,4,13,83,7,4961,1,0
2682,2930,1,2023-12-02,1,5,19,175,9,4962,1,0
2683,2931,1,2026-04-20,1,10,36,105,19,4963,1,0
2684,2931,1,2026-03-25,1,10,36,105,19,4964,1,0
2685,2932,1,2023-06-12,1,5,20,249,9,4967,1,0
2686,2932,1,2023-05-30,1,5,20,249,9,4968,1,0
2687,2933,1,2025-05-02,1,11,39,67,22,4969,1,0
2688,2934,1,2023-09-01,1,4,16,80,8,4972,1,0
2689,2937,1,2027-01-28,1,10,36,213,20,4975,1,0
2690,2937,1,2027-01-14,1,10,36,213,20,4976,1,0
2691,2938,1,2025-06-21,1,10,36,179,20,4979,1,0
2692,2940,1,2023-03-07,1,10,36,213,20,4981,1,0
2693,2940,1,2023-02-14,1,10,36,213,20,4982,1,0
2694,2941,1,2024-12-19,4,20,19,71,9,4983,1,0
2695,2943,1,2026-01-18,1,12,45,214,23,4985,1,0
2696,2943,1,2026-01-29,1,12,45,214,23,4986,1,0
2697,2945,1,2024-07-02,1,9,34,140,18,4988,1,0
2698,2946,1,2025-11-24,1,12,46,185,23,4989,1,0
2699,2946,1,2025-10-03,1,12,46,185,23,4990,1,0
2700,2947,1,2026-03-14,1,1,3,166,2,4991,1,0
2701,2949,1,2025-04-08,1,10,36,213,19,4994,1,0
2702,2950,1,2025-10-25,1,1,5,204,1,4996,1,0
2703,2950,2,2025-11-09,1,1,5,204,1,4997,1,0
2704,2951,1,2025-06-17,1,8,29,130,16,4998,1,0
2705,2951,1,2025-07-10,1,8,29,130,16,4999,1,0
2706,2952,1,2026-05-04,1,4,14,163,7,5000,1,0
2707,2955,1,2026-09-27,1,15,59,147,30,5003,1,0
2708,2956,2,2023-10-07,1,5,19,175,10,5005,1,0
2709,2957,1,2026-08-24,1,3,10,65,5,5006,1,0
2710,2958,2,2025-10-28,1,8,29,187,16,5007,1,1
2711,2958,1,2025-12-10,1,8,29,187,16,5008,1,0
2712,2958,2,2025-11-27,1,8,29,187,16,5009,1,0
2713,2959,1,2026-03-10,1,5,19,216,10,5010,1,0
2714,2960,1,2024-02-02,1,9,33,180,17,5011,1,0
2715,2960,2,2024-03-03,2,16,33,180,17,5012,1,0
2716,2961,1,2024-07-13,1,14,55,81,28,5013,1,0
2717,2961,2,2024-07-22,1,14,55,81,28,5014,1,0
2718,2962,2,2026-01-20,1,12,44,85,23,5016,1,0
2719,2962,1,2026-02-21,1,12,44,85,23,5017,1,0
2720,2962,1,2026-02-26,1,12,44,85,23,5018,1,0
2721,2963,2,2026-11-20,1,7,25,136,13,5020,1,0
2722,2964,1,2023-06-01,1,15,57,221,30,5023,1,0
2723,2965,1,2025-01-29,1,5,19,151,10,5024,1,0
2724,2966,1,2026-05-04,1,10,37,86,20,5025,1,0
2725,2968,1,2023-08-31,1,14,55,242,28,5029,1,0
2726,2969,1,2025-09-26,1,14,55,162,27,5031,1,0
2727,2969,1,2025-10-06,1,14,55,162,27,5033,1,0
2728,2970,1,2023-07-06,1,12,45,73,24,5034,1,0
2729,2970,2,2023-08-26,1,12,45,73,24,5035,1,0
2730,2971,2,2026-08-06,1,10,37,183,20,5036,1,0
2731,2972,2,2026-01-02,1,13,50,51,25,5037,1,0
2732,2973,2,2025-10-23,1,14,55,76,28,5038,1,0
2733,2974,2,2023-01-25,1,1,5,204,1,5039,1,0
2734,2975,1,2023-09-26,1,11,41,88,22,5041,1,0
2735,2979,1,2023-06-11,1,11,40,37,21,5047,1,0
2736,2981,1,2023-11-19,1,15,57,41,30,5050,1,0
2737,2982,1,2025-11-14,1,6,22,99,11,5052,1,0
2738,2983,1,2026-01-07,1,11,39,25,21,5053,1,0
2739,2984,1,2025-11-01,1,12,46,126,23,5055,1,1
2740,2985,1,2023-04-26,1,4,13,83,7,5056,1,0
2741,2986,1,2026-09-02,1,9,33,90,17,5057,1,0
2742,2987,1,2024-07-06,1,14,54,164,27,5058,1,0
2743,2989,1,2023-08-01,1,4,16,92,7,5065,1,0
2744,2991,1,2026-09-11,1,2,7,197,4,5067,1,0
2745,2992,1,2023-05-29,1,3,11,43,5,5068,1,0
2746,2993,1,2023-12-31,1,2,7,145,4,5070,1,0
2747,2995,1,2025-05-19,4,20,36,186,19,5072,1,0
2748,2995,2,2025-04-05,1,10,36,186,19,5073,1,0
2749,2996,1,2024-04-20,1,2,8,201,3,5077,1,0
2750,2997,1,2025-03-30,1,10,36,213,20,5078,1,0
2751,2998,2,2023-06-12,1,3,10,65,5,5079,1,1
2752,2999,1,2024-05-22,3,18,60,27,30,5080,1,0
2753,3001,1,2023-10-18,1,5,18,167,9,5083,1,1
2754,3002,1,2023-04-15,1,8,29,118,15,5086,1,0
2755,3002,1,2023-03-16,1,8,29,118,15,5087,1,0
2756,3002,1,2023-03-30,1,8,29,118,15,5088,1,0
2757,3003,2,2025-11-26,1,7,26,38,14,5089,1,0
2758,3004,2,2023-09-29,1,10,37,193,19,5090,1,0
2759,3004,1,2023-08-14,1,10,37,193,19,5091,1,0
2760,3005,2,2023-11-16,1,1,2,137,2,5093,1,0
2761,3007,1,2023-10-05,1,1,5,115,1,5096,1,0
2762,3011,1,2025-06-08,1,1,4,11,2,5101,1,0
2763,3012,2,2026-09-29,1,4,15,7,7,5102,1,0
2764,3012,1,2026-10-02,1,4,15,7,7,5103,1,0
2765,3014,1,2023-02-11,1,10,37,12,19,5105,1,0
2766,3014,1,2023-02-26,1,10,37,12,19,5106,1,1
2767,3015,1,2024-01-01,1,2,8,56,4,5107,1,0
2768,3016,1,2025-06-11,1,1,4,157,1,5108,1,0
2769,3017,2,2024-02-10,1,3,11,39,6,5109,1,0
2770,3017,1,2024-02-27,1,3,11,39,6,5110,1,0
2771,3018,1,2025-09-08,1,3,11,238,6,5112,1,0
2772,3020,1,2025-06-11,1,7,25,241,13,5115,1,0
2773,3021,1,2026-10-10,1,10,37,91,20,5117,1,0
2774,3022,1,2024-10-03,1,7,26,144,13,5118,1,0
2775,3025,1,2023-05-04,1,2,7,84,4,5123,1,0
2776,3027,1,2026-07-13,1,15,58,66,30,5125,1,0
2777,3028,1,2025-05-23,1,7,25,79,13,5126,1,0
2778,3029,1,2026-01-04,1,10,36,179,19,5127,1,0
2779,3030,1,2025-04-05,1,14,54,210,28,5129,1,0
2780,3031,1,2026-03-16,1,10,36,189,20,5130,1,0
2781,3032,1,2024-08-12,1,6,22,99,11,5131,1,0
2782,3035,1,2023-08-26,1,4,15,26,7,5137,1,0
2783,3036,1,2023-08-09,1,9,31,219,18,5139,1,0
2784,3039,2,2026-11-27,1,12,45,73,23,5145,1,0
2785,3041,1,2024-05-22,1,3,11,158,6,5149,1,0
2786,3043,1,2025-05-21,1,15,60,27,29,5152,1,0
2787,3044,1,2024-09-05,1,15,57,41,30,5154,1,0
2788,3044,2,2024-09-08,1,15,57,41,30,5155,1,0
2789,3045,1,2026-05-26,1,7,26,144,13,5156,1,0
2790,3046,2,2025-04-29,1,10,36,48,19,5157,1,0
2791,3046,1,2025-05-08,1,10,36,48,19,5158,1,0
2792,3047,2,2025-10-22,1,14,55,134,28,5159,1,0
2793,3048,1,2025-07-02,1,4,16,92,7,5160,1,0
2794,3048,1,2025-05-15,1,4,16,92,7,5161,1,1
2795,3050,1,2025-03-29,1,14,54,55,28,5166,1,0
